"Species","Value_g","raw_value","raw_unit","Source","first_author","Year","Team","role"
"Euphractus sexcinctus",4782.89,"4782.89","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Zaedyus pichiy",1380,"1380","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cabassous unicinctus",4799.99,"4799.99","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cabassous centralis",3809.96,"3809.96","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cabassous chacoensis",1490.01,"1490.01","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cabassous tatouay",5349.95,"5349.95","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Priodontes maximus",45359.68,"45359.68","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Tolypeutes matacus",1200,"1200","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Tolypeutes tricinctus",1487,"1487","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Bradypus pygmaeus",4022.57,"4022.57","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Bradypus torquatus",3899.96,"3899.96","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Bradypus tridactylus",3849.99,"3849.99","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Bradypus variegatus",4335.01,"4335.01","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Choloepus didactylus",5160,"5160","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Choloepus hoffmanni",4750.01,"4750.01","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cyclopes didactylus",329.5,"329.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myrmecophaga tridactyla",22333.15,"22333.15","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Tamandua mexicana",4209.98,"4209.98","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Tamandua tetradactyla",5515.06,"5515.06","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Anathana ellioti",160,"160","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dendrogale melanura",60,"60","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dendrogale murina",50,"50","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Tupaia moellendorffi",150.45,"150.45","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Tupaia gracilis",74.58,"74.58","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Tupaia tana",197.83,"197.83","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Tupaia splendidula",160,"160","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Tupaia picta",147.5,"147.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Tupaia palawanensis",168.05,"168.05","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Tupaia nicobarica",170.25,"170.25","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Tupaia montana",199,"199","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Tupaia belangeri",200,"200","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Tupaia javanica",105,"105","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Tupaia minor",64.28,"64.28","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Tupaia glis",169.83,"169.83","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Tupaia dorsalis",265,"265","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Tupaia chrysogaster",131.08,"131.08","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Tupaia longipes",168.05,"168.05","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Urogale everetti",350,"350","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Ptilocercus lowii",41.88,"41.88","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cynocephalus volans",1250,"1250","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Galeopterus variegates",1112.2,"1112.2","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Allocebus trichotis",77.5,"77.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cheirogaleus crossleyi",285.39,"285.39","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cheirogaleus major",450,"450","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cheirogaleus medius",181,"181","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cheirogaleus minusculus",285.39,"285.39","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cheirogaleus ravus",285.39,"285.39","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cheirogaleus sibreei",285.39,"285.39","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cheirogaleus adipicaudatus",285.39,"285.39","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Microcebus murinus",69,"69","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Microcebus tavaratra",68.01,"68.01","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Microcebus sambiranensis",49.06,"49.06","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Microcebus rufus",42.5,"42.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Microcebus griseorufus",70.24,"70.24","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Microcebus berthae",33.45,"33.45","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Microcebus myoxinus",30,"30","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Microcebus ravelobensis",55,"55","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Mirza coquereli",308,"308","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Phaner electromontis",425,"425","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Phaner furcifer",400,"400","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Phaner pallescens",425,"425","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Phaner parienti",425,"425","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Eulemur albocollaris",2397.37,"2397.37","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Eulemur sanfordi",2394.03,"2394.03","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Eulemur rufus",2394.62,"2394.62","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Eulemur rubriventer",1400,"1400","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Eulemur mongoz",1600,"1600","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Eulemur macaco",2040,"2040","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Eulemur fulvus",3150,"3150","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Eulemur coronatus",1650,"1650","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Eulemur cinereiceps",2114.06,"2114.06","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Eulemur albifrons",2300,"2300","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Eulemur collaris",2375,"2375","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Hapalemur alaotrensis",1616.83,"1616.83","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Hapalemur occidentalis",750,"750","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Hapalemur griseus",1400,"1400","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Hapalemur aureus",1575,"1575","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lemur catta",2900,"2900","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Prolemur simus",2030.41,"2030.41","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Varecia rubra",3872.6,"3872.6","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Varecia variegata",3850,"3850","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepilemur leucopus",650,"650","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepilemur septentrionalis",750,"750","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepilemur ruficaudatus",700,"700","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepilemur microdon",900,"900","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepilemur edwardsi",700,"700","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepilemur dorsalis",500,"500","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepilemur ankaranensis",700.89,"700.89","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lepilemur mustelinus",773,"773","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Avahi laniger",900,"900","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Avahi occidentalis",800,"800","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Avahi unicolor",848.53,"848.53","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Indri indri",8000,"8000","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Propithecus edwardsi",6573.27,"6573.27","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Propithecus verreauxi",3480,"3480","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Propithecus perrieri",5250,"5250","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Propithecus deckenii",4000,"4000","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Propithecus coquereli",4189.27,"4189.27","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Propithecus tattersalli",3500,"3500","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Propithecus diadema",7500,"7500","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Daubentonia madagascariensis",2500,"2500","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Arctocebus aureus",235,"235","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Arctocebus calabarensis",210,"210","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Loris lydekkerianus",254.06,"254.06","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Loris tardigradus",227.67,"227.67","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Nycticebus coucang",803.5,"803.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Nycticebus pygmaeus",900,"900","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Nycticebus bengalensis",1137.36,"1137.36","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Perodicticus potto",1099.99,"1099.99","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Pseudopotto martini",474.8,"474.8","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Euoticus elegantulus",300,"300","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Euoticus pallidus",230,"230","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Galago gabonensis",165.68,"165.68","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Galago thomasi",117.35,"117.35","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Galago senegalensis",227.67,"227.67","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Galago rondoensis",165.68,"165.68","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Galago nyasae",165.68,"165.68","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Galago orinus",165.68,"165.68","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Galago zanzibaricus",147.35,"147.35","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Galago matschiei",210,"210","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Galago granti",165.68,"165.68","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Galago alleni",260,"260","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Galago cameronensis",165.68,"165.68","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Galago gallarum",250,"250","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Galago moholi",160,"160","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Galagoides demidoff",66.04,"66.04","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Otolemur monteiri",1577.16,"1577.16","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Otolemur garnettii",760,"760","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Otolemur crassicaudatus",1500,"1500","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Saguinus niger",462.13,"462.13","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Saguinus midas",540,"540","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Saguinus mystax",618,"618","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Saguinus pileatus",462.13,"462.13","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Saguinus nigricollis",462,"462","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Saguinus bicolor",465,"465","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Saguinus fuscicollis",387,"387","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Saguinus leucopus",440,"440","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Saguinus tripartitus",393.5,"393.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Saguinus geoffroyi",486.5,"486.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Saguinus oedipus",430,"430","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Saguinus martinsi",462.13,"462.13","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Saguinus labiatus",575,"575","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Saguinus inustus",410.5,"410.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Saguinus imperator",400,"400","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Saguinus graellsi",462.13,"462.13","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Saguinus melanoleucus",462.13,"462.13","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Callimico goeldii",480,"480","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Callithrix flaviceps",342,"342","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Callithrix kuhlii",342,"342","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Callithrix geoffroyi",342,"342","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Callithrix aurita",342,"342","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Callithrix penicillata",342,"342","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Callithrix jacchus",292,"292","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Callithrix nigriceps",401.12,"401.12","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Callithrix intermedia",335.61,"335.61","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Callithrix leucippe",335.61,"335.61","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Callithrix manicorensis",335.61,"335.61","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Callithrix marcai",335.61,"335.61","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Callithrix melanura",335.61,"335.61","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Callithrix humeralifera",374.99,"374.99","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Callithrix saterei",441.25,"441.25","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Callithrix mauesi",443.79,"443.79","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Callithrix emiliae",309.58,"309.58","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Callithrix chrysoleuca",335.61,"335.61","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Callithrix argentata",440,"440","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Callithrix acariensis",335.61,"335.61","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Callithrix pygmaea",125,"125","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Callithrix humilis",335.61,"335.61","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Leontopithecus rosalia",535.5,"535.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Leontopithecus chrysopygus",700,"700","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Leontopithecus chrysomelas",572.8,"572.8","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Leontopithecus caissara",572,"572","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sapajus apella",2500,"2500","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cebus capucinus",2733.32,"2733.32","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cebus kaapori",3000,"3000","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cebus nigritus",2687.21,"2687.21","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cebus olivaceus",2599.98,"2599.98","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cebus xanthosternos",2687.21,"2687.21","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cebus albifrons",2629,"2629","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cebus libidinosus",2687.21,"2687.21","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Saimiri boliviensis",615.01,"615.01","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Saimiri oerstedii",278.5,"278.5","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Saimiri sciureus",743.24,"743.24","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Saimiri ustus",1000,"1000","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Saimiri vanzolinii",769.61,"769.61","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Ateles paniscus",7900.05,"7900.05","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Ateles geoffroyi",5284.94,"5284.94","g","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
