score,n_species,measure,tables,primary,review,indexed,id,cite,year,authors,title,journal,doi,groups,pdf,chars
49.5,0,108,5,35,0,True,503,West 1990,1990,"West, M. J.; Gundersen, H. J.",Unbiased stereological estimation of the number of neurons in the human hippocampus,J Comp Neurol,10.1002/cne.902960102,hippocampus; Hippocampus regions,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0574620392/west_gundersen_1990.pdf,89479
49.0,1,189,2,208,2,True,3056,Brauer 1963,1963,"Brauer, R. W.",Liver circulation and function,Physiol Rev,,metabolic cost tissues,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0871328242/Brauer-1963-Liver circulation an.pdf,389107
48.5,10,62,2,0,0,True,601,Smaers 2012,2012,"Smaers, J. B.; Mulvaney, P. I.; Soligo, C.; +2",Sexual dimorphism and laterality in the evolution of the primate prefrontal cortex,Brain Behav Evol,10.1159/000336115,Stephan Zilles collections,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1504569916/smaers_etal_2012.pdf,34899
48.0,5,58,9,118,30,True,8158,Anton 2003,2003,"Anton, S. C.",Natural history of Homo erectus,Am J Phys Anthropol,10.1002/ajpa.10399,endocranial refs,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3278182216/Anton-2003-Natural history of Homo erectus.pdf; /sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1255387086/anton03.pdf,457219
47.5,2,221,1,20,0,True,1688,Arsznov 2012,2012,"Arsznov, B. M.; Sakai, S. T.","Pride diaries: sex, brain size and sociality in the African lion (Panthera leo) and cougar (Puma concolor)",Brain Behav Evol,10.1159/000338670,brain structure size data,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0699045062/Arsznov-2012-Pride Diaries_ Sex.pdf,63212
46.8,7,81,2,13,4,True,8041,Heffner 1992,1992,"Heffner, R. S.; Heffner, H. E.",Visual factors in sound localization in mammals,J Comp Neurol,10.1002/cne.903170302,auditory visual evolution data refs,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3130390638/Heffner-1992-Visual factors in sound localizat.pdf,69329
46.0,0,205,3,25,1,True,7602,Wegiel 2014,2014,"Wegiel, J.; Flory, M.; Kuchna, I.; +8","Stereological study of the neuronal number and volume of 38 brain subdivisions of subjects diagnosed with autism reveals significant alterations restricted to the striatum, amygdala and cerebellum",Acta Neuropathol Commun,10.1186/s40478-014-0141-7,brain structure metabolism data for comparing,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0102105255/Wegiel-2014-Stereological study of the neurona.pdf,87939
45.5,10,56,1,0,0,True,4333,Harrison 2017,2017,"Harrison, P. W.; Montgomery, S. H.",Genetics of cerebellar and neocortical expansion in anthropoid primates: a comparative approach,Brain Behav Evol,10.1159/000477432,cerebellum,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3735476372/Harrison-2017-Genetics of Cerebell.pdf,63355
45.5,0,118,4,48,5,True,7592,Kreczmanski 2007,2007,"Kreczmanski, Pawel; Heinsen, Helmut; Mantua, Valentina; +8","Volume, neuron density and total neuron number in five subcortical regions in schizophrenia",Brain,10.1093/brain/awl386,brain structure metabolism data for comparing; brain structure vol life history health,"/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1230337745/Kreczmanski-2007-Volume, neuron density and to.pdf",70762
45.5,0,108,4,25,0,True,927,Andrews 1997,1997,"Andrews, T. J.; Halpern, S. D.; Purves, D.","Correlated size variations in human visual cortex, lateral geniculate nucleus, and optic tract",J Neurosci,,V1 vol interindiv,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0777635325/Andrews-1997-Correlated size vari.pdf,45814
45.2,7,25,5,21,0,True,3011,Park 2012,2012,"Park, S.; Tyszka, J. M.; Allman, J. M.",The Claustrum and Insula in Microcebus murinus: A High Resolution Diffusion Imaging Study,Front Neuroanat,10.3389/fnana.2012.00021,claustrum,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1051527997/Park-2012-The Claustrum and In.pdf,87812
44.8,5,83,2,12,0,True,1134,Kowianski 1999,1999,"Kowianski, P.; Dziewiatkowski, J.; Kowianska, J.; +1",Comparative anatomy of the claustrum in selected species: A morphometric analysis,Brain Behav Evol,,claustrum,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3015358599/Kowianski-1999-Comparative anatomy.pdf,47055
44.5,2,10,14,37,0,True,8062,Bakken 2021,2021,"Bakken, Trygve E.; Jorstad, Nikolas L.; Hu, Qiwen; +103","Comparative cellular analysis of motor cortex in human, marmoset and mouse",Nature,10.1038/s41586-021-03465-8,evo M1 reading list,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0352406213/Bakken-2021-Comparative cellular analysis of m.pdf,197526
44.5,1,88,3,35,0,True,5621,Rightmire 2004,2004,"Rightmire, G. P.",Brain size and encephalization in early to mid-Pleistocene Homo,Am J Phys Anthropol,,endocranial refs,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1058371773/rightmire_2004.pdf,83103
44.5,14,10,2,0,3,True,37,Ulijaszek 2002,2002,"Ulijaszek, S. J.",Comparative energetics of primate fetal growth,Am J Hum Biol,10.1002/ajhb.10088,metabolic cost tissues,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2474738234/Ulijaszek_2002.pdf,25437
44.5,1,157,1,20,0,True,7665,Ahmad 1993,1993,"Ahmad, A.; Spear, P. D.","Effects of aging on the size, density, and number of rhesus monkey lateral geniculate neurons",J Comp Neurol,10.1002/cne.903340410,catarrhine aging brain structure data; brain structure vol life history health,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3441715394/ahmad_spear_1993.pdf,68165
44.2,4,39,5,46,0,True,6020,Falk 2000,2000,"Falk, D.; Redmond, J. C., Jr.; Guyer, J.; +4",Early hominid brain evolution: a new look at old endocasts,J Hum Evol,,endocranial refs,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0665692994/falk_etal_2000.pdf,71699
44.0,0,125,9,1,0,True,3057,Donaldson 1923,1923,"Donaldson, Henry H.",On changes in the relative weights of the viscera and other organs from birth to maturity - Albino rat,Am J Physiol,,metabolic cost tissues,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1277970780/donaldson_1923.pdf,38509
43.0,2,220,6,2,3,True,269,Isler 2006,2006,"Isler, K.; van Schaik, C.",Costs of encephalization: the energy trade-off hypothesis tested on birds,J Hum Evol,10.1016/j.jhevol.2006.03.006,metabolic cost tissues,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1528806445/Isler_2006.pdf,82267
43.0,0,125,2,20,0,True,2897,Lauer 2001,2001,"Lauer, M.; Senitz, D.; Beckmann, H.",Increased volume of the nucleus accumbens in schizophrenia,J Neural Transm (Vienna),10.1007/s007020170042,striatum subcomp,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3492024967/lauer_etal_2001.pdf,44360
42.0,1,133,2,12,0,True,7555,Shamy 2011,2011,"Shamy, J. L.; Habeck, C.; Hof, P. R.; +6",Volumetric correlates of spatiotemporal working and recognition memory impairment in aged rhesus monkeys,Cereb Cortex,10.1093/cercor/bhq210,catarrhine aging brain structure data,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3967796404/Shamy-2011-Volumetric correlates of spatiotemp.pdf,83526
41.8,8,19,0,33,2,True,2303,Collins 2005,2005,"Collins, C. E.; Hendrickson, A.; Kaas, J. H.",Overview of the visual system of Tarsius,Anat Rec (Hoboken),10.1002/ar.a.20263,lgn,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/4236457519/collins_etal_2005.pdf,56544
41.5,0,229,6,7,1,True,9028,Ventura-Antunes 2022,2022,"Ventura-Antunes, A.; Herculano-Houzel, S.",Energy supply per neuron is constrained by capillary density in the mouse brain,Front Integr Neurosci,10.3389/fnint.2022.760887,cellular composition,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3829176337/Ventura-Antunes-2022-Energy supply per neuron.pdf,99251
41.5,11,34,0,0,0,True,9516,Capellini 2009,2009,"Capellini, Isabella; McNamara, Patrick; Preston, Brian T.; +2",Does Sleep Play a Role in Memory Consolidation? A Comparative Test,PLOS ONE,10.1371/journal.pone.0004609,sleep and AI etc,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3516616694/Capellini-2009-Does Sleep Play a Role in Memor.pdf,23671
41.0,0,159,6,4,0,True,1649,Allen 2005,2005,"Allen, J. S.; Bruss, J.; Brown, C. K.; +1",Normal neuroanatomical variation due to age: the major lobes and a parcellation of the temporal region,Neurobiol Aging,10.1016/j.neurobiolaging.2005.05.023,brain structure vol life history health,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1992232982/Allen-2005-Normal neuroanatomic.pdf,67593
41.0,7,14,1,31,0,True,1187,Catania 1999,1999,"Catania, Kenneth C.; Lyon, David C.; Mock, Orin B.; +1",Cortical organization in shrews: evidence from five species,J Comp Neurol,10.1002/(sici)1096-9861(19990719)410:1<55::aid-cne6>3.0.co;2-2,lgn,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1904279192/catania_etal_1999.pdf,68946
41.0,6,34,8,9,2,True,3041,Pirlot 1981,1981,"Pirlot, P.",A quantitative approach to the marsupial brain in an eco-ethological perspective,Rev Can Biol,,brain structure size data; Stephan Zilles collections,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/4179846840/pirlot_1981.pdf,61368
40.8,0,107,2,22,0,True,7636,Karlsen 2011,2011,"Karlsen, A. S.; Pakkenberg, B.",Total numbers of neurons and glial cells in cortex and basal ganglia of aged brains with Down syndrome--a stereological study,Cereb Cortex,10.1093/cercor/bhr033,brain structure metabolism data for comparing,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1730159247/Karlsen-2011-Total numbers of neurons and glia.pdf,36324
40.8,8,33,3,8,0,True,2300,Hakeem 2005,2005,"Hakeem, A. Y.; Hof, P. R.; Sherwood, C. C.; +3",Brain of the African elephant (Loxodonta africana): neuroanatomy from magnetic resonance images,Anat Rec (Hoboken),10.1002/ar.a.20255,brain structure size data,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3411064605/Hakeem-2005-Brain of the African.pdf,28820
40.5,0,215,6,3,0,True,7640,Karbowski 2015,2015,"Karbowski, J.",Cortical Composition Hierarchy Driven by Spine Proportion Economical Maximization or Wire Volume Minimization,PLoS Comput Biol,10.1371/journal.pcbi.1004532,brain structure metabolism data for comparing,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3714203161/Karbowski-2015-Cortical Composition Hierarchy.pdf,109201
40.5,0,121,5,8,1,True,7560,Raz 2005,2005,"Raz, N.; Lindenberger, U.; Rodrigue, K. M.; +6","Regional brain changes in aging healthy adults: general trends, individual differences and modifiers",Cereb Cortex,10.1093/cercor/bhi044,catarrhine aging brain structure data; brain structure vol life history health,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3612050575/Raz-2005-Regional brain changes in aging healt.pdf,74814
40.2,12,13,2,0,2,True,1278,Harvey 1981,1981,"Harvey, Paul H.; Clutton-Brock, T. H.",Primate home-range size and metabolic needs,Behav Ecol Sociobiol,10.1007/BF00300828,home range,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3936859994/Harvey-1981-Primate home-range s.pdf,19667
40.0,9,4,2,18,0,True,5396,Weller 2002,2002,"Weller, R. E.; Steele, G. E.; Kaas, J. H.",Pulvinar and other subcortical connections of dorsolateral visual cortex in monkeys,J Comp Neurol,,Visual Cortex,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3586056915/Weller-2002-Pulvinar and other s.pdf,132361
39.8,12,13,0,1,0,True,1144,Fonseca-Azevedo 2012,2012,"Fonseca-Azevedo, K.; Herculano-Houzel, S.",Metabolic constraint imposes tradeoff between body size and number of brain neurons in human evolution,Proc Natl Acad Sci U S A,10.1073/pnas.1206390109,hominin brain component size,"/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1108537283/Fonseca-Azevedo & Herculano-Houzel, 2012.pdf",43319
39.8,6,63,1,9,0,True,1125,Schenker 2005,2005,"Schenker, N. M.; Desgouttes, A. M.; Semendeferi, K.",Neural connectivity and cortical substrates of cognition in hominoids,J Hum Evol,,Stephan Zilles collections,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/4287325701/schenker_etal_2005.pdf,84386
39.5,12,8,1,2,1,True,8044,Veilleux 2014,2014,"Veilleux, C. C.; Kirk, E. C.",Visual acuity in mammals: Effects of eye size and ecology,Brain Behav Evol,10.1159/000357830,auditory visual evolution data refs,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3289099766/Veilleux-2014-Visual Acuity in Mam.pdf,21947
39.0,1,141,2,6,0,True,300,Herndon 1998,1998,"Herndon, J. G.; Tigges, J.; Klumpp, S. A.; +1",Brain weight does not decrease with age in adult rhesus monkeys,Neurobiol Aging,,catarrhine aging brain structure data,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3996003667/herndon_etal_1998.pdf,27063
38.8,9,3,1,19,0,True,2948,Bryant 2012,2012,"Bryant, K. L.; Suwyn, C.; Reding, K. M.; +3",Evidence for ape and human specializations in geniculostriate projections from VGLUT2 immunohistochemistry,Brain Behav Evol,10.1159/000341135,V1 traits,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3823128311/Bryant-2012-Evidence for ape and-1379494884235.pdf,47822
38.5,2,129,3,12,8,True,8796,Froudist-Walsh 2023,2023,"Froudist-Walsh, Sean; Xu, Ting; Niu, Meiqi; +6",Gradients of neurotransmitter receptor expression in the macaque cortex,Nature Neuroscience,10.1038/s41593-023-01351-2,V1 traits,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/4208287214/Froudist-Walsh-2023-Gradients of neurotransmit.pdf,105750
38.5,10,34,0,0,0,True,2987,Anthony 1938,1938,"Anthony, Raoul","Anatomie comparée du cerveau (Doin, Paris 1928) -- Essai de recherche d'une expression anatomique approximative du degré d'organisation cérébrale, autre que le poids de l'encéphale comparé au poids du corps",Bull Mem Soc Anthropol Paris,10.3406/bmsap.1938.9338,brain structure size data,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0906183457/Anthony-1938-Anatomie comparée du.pdf,115725
38.2,1,77,16,4,17,True,7534,Satizabal 2019,2019,"Satizabal, C. L.; Adams, H. H. H.; Hibar, D. P.; +286","Genetic architecture of subcortical brain structures in 38,851 individuals",Nat Genet,10.1038/s41588-019-0511-y,catarrhine aging brain structure data,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3209192698/Satizabal-2019-Genetic architecture of subcort.pdf,108734
38.0,6,14,1,31,0,True,2737,Schenker 2008,2008,"Schenker, N. M.; Buxhoeveden, D. P.; Blackmon, W. L.; +3",A comparative quantitative analysis of cytoarchitecture and minicolumnar organization in Broca's area in humans and great apes,J Comp Neurol,10.1002/cne.21792,Stephan Zilles collections,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1316953164/schenker_etal_2008.pdf,55076
38.0,6,24,5,23,5,True,7436,Robson Brown 1995,1995,"Robson Brown, K. A.",A phylogenetic systematic analysis of hominid behaviour,,,fossil hominin endocranial volume,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0283104774/RobsonBrown_A phylogenetic systematic analysis.pdf,822209
37.5,7,48,3,0,0,True,473,Aiello 2002,2002,"Aiello, L. C.; Key, C.",Energetic consequences of being a Homo erectus female,Am J Hum Biol,10.1002/ajhb.10069,metabolic cost tissues,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/4273845821/Aiello-2002-Energetic consequenc.pdf,64298
37.5,0,152,4,3,0,True,9014,Latimer 1950,1950,"Latimer, H. B.",The weights of the brain and of its parts and the weight and length of the spinal cord in the adult male guinea pig,J Comp Neurol,10.1002/cne.900930104,traits evo M1,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3516616700/Latimer-1950-The weights of the brain and of i.pdf,31643
37.2,8,57,0,0,1,True,7452,Clark 2001,2001,"Clark, D. A.; Mitra, P. P.; Wang, S. S. H.",Scalable architecture in mammalian brains,Nature,10.1038/35075564,brain structure size data; Neuroanatomical Phylogenies,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1316988559/Clark-2001-Scalable architectur.pdf,37339
36.8,7,15,5,21,6,True,5134,Smith 2018,2018,"Smith, J. B.; Alloway, K. D.; Hof, P. R.; +4",The relationship between the claustrum and endopiriform nucleus: A perspective towards consensus on cross-species homology,J Comp Neurol,10.1002/cne.24537,claustrum,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1416162963/Smith-2018-The relationship between the claust.pdf,128156
36.5,0,132,5,0,1,True,7572,Walhovd 2011,2011,"Walhovd, K. B.; Westlye, L. T.; Amlien, I.; +9",Consistent neuroanatomical age-related volume differences across multiple samples,Neurobiol Aging,10.1016/j.neurobiolaging.2009.05.013,brain structure vol life history health,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3282441146/Walhovd-2011-Consistent neuroanatomical age-re.pdf,79414
36.5,0,272,4,1,0,True,5642,Prothero 1997,1997,"Prothero, J.",Scaling of cortical neuron density and white matter volume in mammals,J Hirnforsch,,metabolic cost tissues,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1049783666/prothero_1997.pdf,62044
35.5,2,112,1,0,0,True,1747,Dobson 2010,2010,"Dobson, F. S.; Way, B. M.; Baudoin, C.",Spatial dynamics and the evolution of social monogamy in mammals,Behav Ecol,10.1093/beheco/arq048,mating system,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0926440376/Dobson-2010-Spatial dynamics and.pdf,43142
35.2,3,83,3,4,1,True,2600,Autrey 2014,2014,"Autrey, M. M.; Reamer, L.; Mareno, M. C.; +5","Age-related effects in the neocortical organization of chimpanzees: Gray and white matter volume, cortical thickness, and gyrification",Neuroimage,10.1016/j.neuroimage.2014.06.053,catarrhine aging brain structure data,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1907895020/Autrey-2014-Age-Related Effects.pdf,60195
